article_id,article_name,target_group,category,supplier_name,brand,original_price,actual_price,article_url,image_url,article_index
PUC21A0LS-Q11,Cargobroek - mottled black,WOMEN,TROUSER,Cargobroek,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-cargobroek-mottled-black-puc21a0ls-q11.html,https://img01.ztat.net/article/spp-media-p1/475a308082164b3182c6fb85057d42b2/0355b9dcae2d4e20ad7f960e94883146.jpg?imwidth=600&filter=packshot,851
EV421D19K-A11,Longsleeve - white,WOMEN,T_SHIRT_TOP,Longsleeve,Even&Odd,1499,1499,https://www.zalando.nl/evenandodd-basic-longsleeve-ev421d19k-a11.html,https://img01.ztat.net/article/spp-media-p1/f84f697037e73562a4614367a5bd9b25/7e7d6ce1cc014fa889282ab2d77b329f.jpg?imwidth=600&filter=packshot,852
NX323B0O9-K11,BASIC  - Legging - blue,KIDS,TROUSER,BASIC,Next,400,400,https://www.zalando.nl/next-legging-blue-nx323b0o9-k11.html,https://img01.ztat.net/article/spp-media-p1/a88a3352e70f309da7d6c0bdeb436a66/ffade12176f54e2a9584fe9da5c2640f.jpg?imwidth=600&filter=packshot,853
N1241G0BW-Q11,SWEATSHIRTS DF SWSH RUN HZ MDLAYR - Longsleeve - black/off noir/white,WOMEN,T_SHIRT_TOP,SWEATSHIRTS DF SWSH RUN HZ MDLAYR,Nike Performance,3995,3195,https://www.zalando.nl/nike-performance-run-longsleeve-blackoff-noirwhite-n1241g0bw-q11.html,https://img01.ztat.net/article/spp-media-p1/edb46e2cfa64418bba411fa171dc0cc4/770137c34a09409fbefd967503896115.jpg?imwidth=600&filter=packshot,854
THC21J000-Q11,CLEMENTINE - Hoodie - schwarz,MEN,PULLOVER,CLEMENTINE,Threadbare,3999,2499,https://www.zalando.nl/threadbare-clementine-sweater-schwarz-thc21j000-q11.html,https://img01.ztat.net/article/spp-media-p1/01e7c82926893e66b7c1bd871fa11070/28bac7f046d1469dbe8ef2040c1d6390.jpg?imwidth=600&filter=packshot,855
THC22T01X-Q11,Winterjas - black,MEN,COAT,Winterjas,Threadbare,8999,3499,https://www.zalando.nl/threadbare-winterjas-black-thc22t01x-q11.html,https://img01.ztat.net/article/spp-media-p1/1a4d098e60d14b5d8eccd88aecac4b4f/17c64d2ff09d4098ac40966f66e6e0c7.jpg?imwidth=600&filter=packshot,856
LE221N0I0-K12,RIBCAGE STRAIGHT ANKLE - Straight leg jeans - ojai up,WOMEN,TROUSER,RIBCAGE STRAIGHT ANKLE,Levi's®,12995,12995,https://www.zalando.nl/levis-ribcage-straight-ankle-straight-leg-jeans-ojai-up-le221n0i0-k12.html,https://img01.ztat.net/article/spp-media-p1/9e052b01a05242fcb9edc5d25d0743f5/2d28a28cfd414cf28a69b6a9feababb7.jpg?imwidth=600&filter=packshot,857
1SP41B011-802,MYRTLE LEGSUIT - Badpak - black,WOMEN,ONE_PIECE_BEACHWEAR,MYRTLE LEGSUIT,Speedo,4995,3495,https://www.zalando.nl/speedo-myrtle-badpakken-zwart-1sp41b011-802.html,https://img01.ztat.net/article/spp-media-p1/b3be5a9087ae38ac92e0acdd029b61e3/704ac94636924939ad43735ad0edbcd7.jpg?imwidth=600&filter=packshot,858
THC22T00J-N11,BEECHWOOD PADDED ÜBERGANGSJACKE - Jas - khaki,MEN,COAT,BEECHWOOD PADDED ÜBERGANGSJACKE,Threadbare,10499,3999,https://www.zalando.nl/threadbare-winterjas-khaki-thc22t00j-n11.html,https://img01.ztat.net/article/spp-media-p1/bb64089a58f0389480bf7b224dd89bc5/c6a6351fb37b4ae988a75ca2dbd37574.jpg?imwidth=600&filter=packshot,859
V1021A0O7-T11,VIZALINE  - Legging - black/floral,WOMEN,TROUSER,VIZALINE,Vila,1999,1999,https://www.zalando.nl/vila-vizaline-legging-blackfloral-v1021a0o7-t11.html,https://img01.ztat.net/article/spp-media-p1/b66187baa0a8429e83c3b8d801cc46fe/6f8bdbca85994afb99adf11089a35c43.jpg?imwidth=600&filter=packshot,860
NX321C212-Q11,TIERED - Jurk - black,WOMEN,DRESS,TIERED,Next,7700,7700,https://www.zalando.nl/next-jurk-black-nx321c212-q11.html,https://img01.ztat.net/article/spp-media-p1/626cd0c6b7cc4cb895d4074da53656b3/3f20675afbb448668632b04fa67c64fa.jpg?imwidth=600&filter=packshot,861
PUC21D1G2-Q11,T-shirt basic - black,WOMEN,T_SHIRT_TOP,T-shirt basic,PULL&BEAR,1099,1099,https://www.zalando.nl/pullandbear-t-shirt-print-black-puc21d1g2-q11.html,https://img01.ztat.net/article/spp-media-p1/f4a58079c7d54aa4a20ed15422119dc2/46d4a07a278641d685b30b3a716ba1eb.jpg?imwidth=600&filter=packshot,862
M3I22O05C-B11,KURZÄRMLIGES - T-shirt basic - beige,MEN,T_SHIRT_TOP,KURZÄRMLIGES,Massimo Dutti,3995,3995,https://www.zalando.nl/massimo-dutti-t-shirt-basic-beige-m3i22o05c-b11.html,https://img01.ztat.net/article/spp-media-p1/44f5644c882e4fd795a7688a5f96371b/3563e83213f94dcebe7eb9f4789fc2f5.jpg?imwidth=600&filter=packshot,863
JJ621D00G-A11,FELINE TEE - Longsleeve - bright white,WOMEN,T_SHIRT_TOP,FELINE TEE,JJXX,1695,1445,https://www.zalando.nl/jjxx-feline-tee-longsleeve-bright-white-jj621d00g-a11.html,https://img01.ztat.net/article/spp-media-p1/f6f9ec4073ad4e07ab6fde133f02a22f/d0f78c9da19440008dd265cd77aa6fd1.jpg?imwidth=600&filter=packshot,864
AD542D3CT-C11,T-shirt print - medium grey heather,MEN,T_SHIRT_TOP,T-shirt print,adidas Performance,2495,1875,https://www.zalando.nl/adidas-performance-t-shirt-print-medium-grey-heather-ad542d3ct-c11.html,https://img01.ztat.net/article/spp-media-p1/1669d2ae1cca392691884f70c2bbd4e1/dc954d7808ea460da567e68780317ef6.jpg?imwidth=600&filter=packshot,865
PUC21A0NJ-A11,WITH PANEL DETAIL - Cargobroek - beige,WOMEN,TROUSER,WITH PANEL DETAIL,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-cargobroek-beige-puc21a0nj-a11.html,https://img01.ztat.net/article/spp-media-p1/2f4ce6b4d434466785451335875d0b51/2e3f38aab1624bb68004999b44725821.jpg?imwidth=600&filter=packshot,866
LE226G002-G12,BATWING TEE UNISEX - Longsleeve - red,KIDS,T_SHIRT_TOP,BATWING TEE UNISEX,Levi's®,1795,1440,https://www.zalando.nl/levisr-batwing-tee-baby-longsleeve-le226g002-g12.html,https://img01.ztat.net/article/spp-media-p1/c8d1e925901a3435ae8228865ac2a27a/985fdd52a0d14f9c8e39e7d0f83b6949.jpg?imwidth=600&filter=packshot,867
N1241D1LE-Q11,SS SLIM - T-shirt basic - black/white,WOMEN,T_SHIRT_TOP,SS SLIM,Nike Performance,2995,2995,https://www.zalando.nl/nike-performance-one-slim-sportshirt-blackwhite-n1241d1le-q11.html,https://img01.ztat.net/article/spp-media-p1/a43d053a29d848849aafc5e4ef928451/c058a645715a4676bc2368a93715a3f1.jpg?imwidth=600&filter=packshot,868
KIE22G01F-K11,CORMACK CARROT HIGH FASHION - Slim fit jeans - blue wash,MEN,TROUSER,CORMACK CARROT HIGH FASHION,Kings Will Dream,5495,3595,https://www.zalando.nl/kings-will-dream-cormack-carrot-high-fashion-slim-fit-jeans-blue-wash-kie22g01f-k11.html,https://img01.ztat.net/article/spp-media-p1/a020ae5734aa4098b9e7829b0caf15e7/2e0f9ae17d0b4668980f015a9744cd0e.jpg?imwidth=600&filter=packshot,869
IJ022F01G-Q11,ALDRICH - Shorts - black,MEN,TROUSER,ALDRICH,INDICODE JEANS,1995,1995,https://www.zalando.nl/indicode-jeans-aldrich-shorts-black-ij022f01g-q11.html,https://img01.ztat.net/article/spp-media-p1/4b0cef8e589a36bca3d8b406b7713aa2/e0f68e2b6ac7412d8f0c23742857d7bc.jpg?imwidth=600&filter=packshot,870
NX321T0G2-M11,Jumpsuit - green,WOMEN,ONE_PIECE_SUIT,Jumpsuit,Next,10100,10100,https://www.zalando.nl/next-jumpsuit-green-nx321t0g2-m11.html,https://img01.ztat.net/article/spp-media-p1/79aef322def84805b67f787c0e6f0568/f2def0eee83a40b5b8e3d699ae4184d2.jpg?imwidth=600&filter=packshot,871
EV421I0D2-C11,WICKELJACKE - Vest - mottled light grey,WOMEN,CARDIGAN,WICKELJACKE,Even&Odd,2999,2999,https://www.zalando.nl/evenandodd-wrap-cardigan-vest-mottled-light-grey-ev421i0d2-c11.html,https://img01.ztat.net/article/spp-media-p1/bf87feefa11e3580a023866b3d6584cb/a371932409b84fd0b1d2add290c5264b.jpg?imwidth=600&filter=packshot,872
PE321D0IW-E11,PCANNA - T-shirt print - pale banana,WOMEN,T_SHIRT_TOP,PCANNA,Pieces,1699,1699,https://www.zalando.nl/pieces-pcanna-t-shirt-basic-pale-banana-pe321d0iw-e11.html,https://img01.ztat.net/article/spp-media-p1/562614e656724ef28af34a1d512a0515/cee8175510cf4bbe8593de112d943ffa.jpg?imwidth=600&filter=packshot,873
AY523A01H-K11,LISA - Relaxed fit jeans - lichtblauw,KIDS,TROUSER,LISA,Mango Kids,2599,2599,https://www.zalando.nl/mango-kids-relaxed-fit-jeans-lichtblauw-ay523a01h-k11.html,https://img01.ztat.net/article/spp-media-p1/31383d090cde4f9e8266492d6de37c01/bf89f9807fa949e3a2b9cf3f65256097.jpg?imwidth=600&filter=packshot,874
N1241E18T-Q11,365 SHORT - Legging - black,WOMEN,TROUSER,365 SHORT,Nike Performance,2995,2555,https://www.zalando.nl/nike-performance-short-legging-black-n1241e18t-q11.html,https://img01.ztat.net/article/spp-media-p1/0a8850100e7c40eeb5457d5fefe249a8/559acbd613e24d8caad4da4ea64b843b.jpg?imwidth=600&filter=packshot,875
WF521A04Y-Q11,MET DESSIN - Legging - violet,KIDS,TROUSER,MET DESSIN,WE Fashion,1900,1900,https://www.zalando.nl/we-fashion-met-dessin-legging-violet-wf521a04y-q11.html,https://img01.ztat.net/article/spp-media-p1/7aff2c330f24486b9d6ebe1db1ed29ee/9f14e0df8d1e4bfe92e74e7b6a90c34e.jpg?imwidth=600&filter=packshot,876
PE321N086-K11,PCKESIA MOM - Relaxed fit jeans - dark blue denim,WOMEN,TROUSER,PCKESIA MOM,Pieces,3999,3999,https://www.zalando.nl/pieces-pckesia-mom-relaxed-fit-jeans-dark-blue-denim-pe321n086-k11.html,https://img01.ztat.net/article/spp-media-p1/a399d050788b409c96540012fed2ea9a/1e0637c3691a4e27b39ba5658d9d6093.jpg?imwidth=600&filter=packshot,877
VEB21N01B-K11,VMTANYA PIPING - Jeans Skinny Fit - medium blue denim,WOMEN,TROUSER,VMTANYA PIPING,Vero Moda Tall,2999,2559,https://www.zalando.nl/vero-moda-tall-vmtanya-piping-jeans-skinny-fit-medium-blue-denim-veb21n01b-k11.html,https://img01.ztat.net/article/spp-media-p1/2e8d761db65a3078a725943e81de6b4a/5ce763da9d0d4e9e80134f4b744440a1.jpg?imwidth=600&filter=packshot,878
VE121A0I0-Q11,VMVICTORIA  - Broek - black,WOMEN,TROUSER,VMVICTORIA,Vero Moda,3999,3199,https://www.zalando.nl/vero-moda-pantalon-black-ve121a0i0-q11.html,https://img01.ztat.net/article/spp-media-p1/750918a323863561a241aab7a6a4ecb7/c6970c101641417ab91fe0665be97853.jpg?imwidth=600&filter=packshot,879
BEJ21N0BL-K11,MOM - Slim fit jeans - blue,WOMEN,TROUSER,MOM,Bershka,2299,2299,https://www.zalando.nl/bershka-mom-slim-fit-jeans-blue-bej21n0bl-k11.html,https://img01.ztat.net/article/spp-media-p1/13c4e0c9d5284ab5b61f0143f88ced62/2fb9f7e30ab4427faf2fc68985961560.jpg?imwidth=600&filter=packshot,880
JA222S135-K11,Hoodie - navy blazer,MEN,PULLOVER,Sweater,Jack & Jones,2999,2099,https://www.zalando.nl/jack-and-jones-logo-sweater-ja222s135-k11.html,https://img01.ztat.net/article/spp-media-p1/fb199d2a99f2399d90d6721904724c3f/3481b7ccef2641a1ad1a4670cc3df443.jpg?imwidth=600&filter=packshot,881
AD542D3CM-Q11,SQUAD 21 - T-shirt print - black/white,MEN,T_SHIRT_TOP,SQUAD 21,adidas Performance,1995,1995,https://www.zalando.nl/adidas-performance-squad-sportshirt-blackwhite-ad542d3cm-q11.html,https://img01.ztat.net/article/spp-media-p1/be539201b0e83e2c9a57fb73046a0b66/192c412f79274f5ea674a97f855f7430.jpg?imwidth=600&filter=packshot,882
LE222A03V-952,501 ORIGINAL FIT - Straight leg jeans - 502,MEN,TROUSER,501 ORIGINAL FIT,Levi's®,9995,7995,https://www.zalando.nl/levi-s-501-straight-leg-jeans-blauw-le222a03v-952.html,https://img01.ztat.net/article/spp-media-p1/bb388879ed813a76b301c481cb2542a3/430d1a04820e4cbcba002da604ef3430.jpg?imwidth=600&filter=packshot,883
EV421D1LT-Q11,3 PACK - Longsleeve - black/white/grey,WOMEN,T_SHIRT_TOP,3 PACK,Even&Odd,2999,2559,https://www.zalando.nl/evenandodd-3-pack-longsleeve-blackwhitegrey-ev421d1lt-q11.html,https://img01.ztat.net/article/spp-media-p1/f101971024933bcfa739b7502774a287/54cc7ea115d5470eb40a81d80fee14d1.jpg?imwidth=600&filter=packshot,884
JA221000A-O11,JORTOBIAS HOOD CHEST UNISEX - Sweater - seal brown,ALL,PULLOVER,JORTOBIAS HOOD CHEST UNISEX,Jack & Jones,3999,3599,https://www.zalando.nl/jack-and-jones-jortobias-hood-chest-unisex-hoodie-seal-brown-ja221000a-o11.html,https://img01.ztat.net/article/spp-media-p1/fc08f7affd274bd6ae51d0bdb52ed8cf/13f9a65ecc564f738bdb48f2afbdfe88.jpg?imwidth=600&filter=packshot,885
UR621D01W-C14,CONTRAST TEE - T-shirt print - lightgrey/paleleaf,WOMEN,T_SHIRT_TOP,CONTRAST TEE,Urban Classics,1699,1699,https://www.zalando.nl/urban-classics-contrast-raglan-tee-t-shirt-print-lightgreypaleleaf-ur621d01w-c14.html,https://img01.ztat.net/article/spp-media-p1/d09178db9ce83ef69d31b982e7465fec/15c45c1a4b89487c85362285bb285749.jpg?imwidth=600&filter=packshot,886
PO222O06X-Q11,CUSTOM SLIM FIT JERSEY CREWNECK T-SHIRT - T-shirt basic - black,MEN,T_SHIRT_TOP,CUSTOM SLIM FIT JERSEY CREWNECK T-SHIRT,Polo Ralph Lauren,5995,5995,https://www.zalando.nl/polo-ralph-lauren-t-shirt-basic-black-po222o06x-q11.html,https://img01.ztat.net/article/spp-media-p1/07c4e9b919d33f79a513c7bc13ed7631/0aa12692595540f2b0ea496f087773c7.jpg?imwidth=600&filter=packshot,887
SO281J000-K11,BANDEAU TOP - Bikinitop - navy,WOMEN,BIKINI_TOP,BANDEAU TOP,s.Oliver,3999,3199,https://www.zalando.nl/soliver-red-label-push-ups-bandeau-bikinitop-so281j000-k11.html,https://img01.ztat.net/article/spp-media-p1/d1fbf8bc7c2e3bc88a6f3d1b19201bf6/0a8ef0a603224c968df6d047d68bd2af.png?imwidth=600&filter=packshot,888
VE121U0NE-Q11,Trenchcoat - black,WOMEN,COAT,Trenchcoat,Vero Moda,4999,4999,https://www.zalando.nl/vero-moda-vmtessa-long-trenchcoat-black-ve121u0ne-q11.html,https://img01.ztat.net/article/spp-media-p1/12fbafe8456b41f7bd90a0a2fa8d1469/1e3b9340b6c14e89b02cda4e068e8752.jpg?imwidth=600&filter=packshot,889
TO121J06M-K12,REGULAR - Sweater - dark blue,WOMEN,PULLOVER,REGULAR,Tommy Hilfiger,9995,5495,https://www.zalando.nl/tommy-hilfiger-sweater-dark-blue-to121j06m-k12.html,https://img01.ztat.net/article/spp-media-p1/e18a1604c9b332a3a8c0e13652394ec6/d3d2940a035b47c491271a6081edb2bb.jpg?imwidth=600&filter=packshot,890
AD542E2GQ-Q11,Korte broeken - schwarzweiss,MEN,TROUSER,Voetbalshirt - Land,adidas Performance,2495,1875,https://www.zalando.nl/adidas-performance-voetbalshirt-land-schwarzweiss-ad542e2gq-q11.html,https://img01.ztat.net/article/spp-media-p1/f94b114bf9744e28ac3b6dea05cd50dc/b84ecde0c6d549b8b67e12d55ee81896.jpg?imwidth=600&filter=packshot,891
EX429G03G-Q12,3 PACK - T-shirt print - black /white/multi-coloured,WOMEN,T_SHIRT_TOP,3 PACK,Anna Field MAMA,2299,2299,https://www.zalando.nl/anna-field-mama-3-pack-t-shirt-print-black-whitemulti-coloured-ex429g03g-q12.html,https://img01.ztat.net/article/spp-media-p1/6db09372560d4a5ba5b4bba35cd871cb/4cc5a1c8289e4604bfc1fd8661bc7887.jpg?imwidth=600&filter=packshot,892
M5Q29B01R-C11,MATERNITY FLARES - Broek - grey,WOMEN,TROUSER,MATERNITY FLARES,Missguided Maternity,2395,2395,https://www.zalando.nl/missguided-maternity-maternity-flares-broek-grey-m5q29b01r-c11.html,https://img01.ztat.net/article/spp-media-p1/d655505a4bdf4c24b2a9f0da679ee79f/2035615f57f94983904a0833e7cbb045.jpg?imwidth=600&filter=packshot,893
AN621T01D-Q11,Jumpsuit - black,WOMEN,ONE_PIECE_SUIT,Jumpsuit,Anna Field,3499,3499,https://www.zalando.nl/anna-field-jumpsuit-black-an621t01d-q11.html,https://img01.ztat.net/article/spp-media-p1/f110cbd42a343fa5a198763a640753c4/d5d295ec9789446cb421fa41801a0047.jpg?imwidth=600&filter=packshot,894
OS322G0I8-K11,ONSWARP LIFE - Slim fit jeans - blue denim,MEN,TROUSER,ONSWARP LIFE,Only & Sons,3999,3199,https://www.zalando.nl/only-and-sons-onswarp-life-slim-fit-jeans-blue-denim-os322g0i8-k11.html,https://img01.ztat.net/article/spp-media-p1/d87b0615c2ea4159a094d1079ff0c698/92a06c801ec64b5a80f2f5d492549f7c.jpg?imwidth=600&filter=packshot,895
VEB21A01S-Q11,VMEVA LOOSE STRING ZIPPER PANT - Trainingsbroek - black,WOMEN,TROUSER,VMEVA LOOSE STRING ZIPPER PANT,Vero Moda Tall,3999,2799,https://www.zalando.nl/vero-moda-tall-vmeva-loose-string-zipper-pant-trainingsbroek-veb21a01s-q11.html,https://img01.ztat.net/article/spp-media-p1/1152b587205b30749a72df4897c29f40/857ba3dedb414da5b07c3d4b02e6234f.jpg?imwidth=600&filter=packshot,896
M3I21C0JV-K11,Blousejurk - metallic blue,WOMEN,DRESS,Blousejurk,Massimo Dutti,8995,8995,https://www.zalando.nl/massimo-dutti-blousejurk-metallic-blue-m3i21c0jv-k11.html,https://img01.ztat.net/article/spp-media-p1/3f8ebea849124ae3b4943366a3dfdd62/1c4bc6f7feea48e0980d84aaf678e7d1.jpg?imwidth=600&filter=packshot,897
ON321D251-Q11,ONLKARO  - Blouse - black,WOMEN,SHIRT,ONLKARO,ONLY,3499,3499,https://www.zalando.nl/only-onlkaro-blouse-on321d251-q11.html,https://img01.ztat.net/article/spp-media-p1/9a520048a8bb3a3794ca42fd5afcb9e6/c7d3196aa52b40ef81b65e4703b1d44d.jpg?imwidth=600&filter=packshot,898
UR621J03F-Q11,LADIES INSET COLLEGE JACKET - Sweater met rits - black/white,WOMEN,COAT,LADIES INSET COLLEGE JACKET,Urban Classics,4999,4999,https://www.zalando.nl/urban-classics-ladies-inset-college-jacket-bomberjacks-blackwhite-ur621j03f-q11.html,https://img01.ztat.net/article/spp-media-p1/44c959601379381a9963f7bdea1abd45/2fc2fd78c0bb454cbc5d812b03840259.png?imwidth=600&filter=packshot,899
ON321G16S-K11,ONLLORCA CANVAS  - Parka - blue graphite,WOMEN,COAT,ONLLORCA CANVAS,ONLY,4999,3519,https://www.zalando.nl/only-onllorca-parka-blue-graphite-on321g16s-k11.html,https://img01.ztat.net/article/spp-media-p1/00f3bbf5af8f38e499a7d60390ffe496/f0e8d5ed31c7465aa09ba6a2191de439.jpg?imwidth=600&filter=packshot,900
NI121D0O4-Q11,TEE  - T-shirt basic - black/white,WOMEN,T_SHIRT_TOP,TEE,Nike Sportswear,2995,2545,https://www.zalando.nl/nike-sportswear-tee-t-shirt-basic-blackwhite-ni121d0o4-q11.html,https://img01.ztat.net/article/spp-media-p1/9adef054e55f4c8d94a938301320e3fa/84fd51e504ca4028943b804acd067c53.jpg?imwidth=600&filter=packshot,901
AN621C1GW-Q11,Etui-jurk - black/white,WOMEN,DRESS,Jerseyjurk,Anna Field,3499,3499,https://www.zalando.nl/anna-field-jerseyjurk-blackwhite-an621c1gw-q11.html,https://img01.ztat.net/article/spp-media-p1/032438fee47e35169788c88e8bb1ac92/6e0af1ec2b1243e29945d5e323fd678e.jpg?imwidth=600&filter=packshot,902
NAP21G001-Q11,LULANA - Jas - black,WOMEN,COAT,LULANA,Navahoo,6495,6495,https://www.zalando.nl/navahoo-lulana-winterjas-nap21g001-q11.html,https://img01.ztat.net/article/spp-media-p1/e74f6843a2ab3dc38ecaa9933fe825de/8d7d38c0ec734ab0869617196c38756c.jpg?imwidth=600&filter=packshot,903
ON321N1N1-Q11,ONLWAUW LIFE - Jeans Skinny Fit - blue black denim,WOMEN,TROUSER,ONLWAUW LIFE,ONLY,2999,2399,https://www.zalando.nl/only-onlwauw-life-jeans-skinny-fit-blue-black-denim-on321n1n1-q11.html,https://img01.ztat.net/article/spp-media-p1/e33bfc2d6d8e40dcb9d97568947d5b7b/b5a9e169e8904dea8e321fb611e09e11.jpg?imwidth=600&filter=packshot,904
TO122O02W-K11,NEW STRETCH TEE C-NECK - T-shirt basic - navy blazer,MEN,T_SHIRT_TOP,NEW STRETCH TEE C-NECK,Tommy Hilfiger,3995,3595,https://www.zalando.nl/tommy-hilfiger-t-shirt-basic-navy-blazer-to122o02w-k11.html,https://img01.ztat.net/article/spp-media-p1/d4108b79a3c93e2a9608c11a26648be2/e21aa8e3449e44d9acac6565c7ec56d0.jpg?imwidth=600&filter=packshot,905
PUC21B0EN-Q11,A-lijn rok - mottled black,WOMEN,SKIRT,Minirok,PULL&BEAR,1599,1599,https://www.zalando.nl/pullandbear-minirok-mottled-black-puc21b0en-q11.html,https://img01.ztat.net/article/spp-media-p1/33c2921085814b1d9036bc7f1bb27a8d/de638e4e1a164dab9ea0f13d80cab820.jpg?imwidth=600&filter=packshot,906
OP421A055-B11,ONLROCKY MID FLARED PANT - Broek - beige,WOMEN,TROUSER,ONLROCKY MID FLARED PANT,ONLY Petite,3999,3999,https://www.zalando.nl/only-petite-onlrocky-mid-flared-pant-broek-beige-op421a055-b11.html,https://img01.ztat.net/article/spp-media-p1/47efb60238563b6e9860ec4e7d2ff34a/2509f205279b4347904b3d3bba6c4f4d.jpg?imwidth=600&filter=packshot,907
PUC22S0IS-C12,Hoodie - grey,ALL,PULLOVER,Sweater,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-sweater-grey-puc22s0is-c12.html,https://img01.ztat.net/article/spp-media-p1/127ca1e2ba1a4c5ba6708ce315b63034/2909a70247ea402286019a441d647e4b.jpg?imwidth=600&filter=packshot,908
JA242E014-K12,JJWILL PANTS - Trainingsbroek - navy blazer,MEN,TROUSER,JJWILL PANTS,Jack & Jones,2499,2009,https://www.zalando.nl/jack-and-jones-performance-jjwill-jjzsweat-pants-korte-broeken-navy-blazer-ja242e014-k12.html,https://img01.ztat.net/article/spp-media-p1/05efc9949fad355092c6ff0cb7acec9a/0f234906e2064223a4ea59632c02f2fd.jpg?imwidth=600&filter=packshot,909
JA222F0MN-C11,JJIRICK JJICON - Jeansshort - grey denim,MEN,TROUSER,JJIRICK JJICON,Jack & Jones,3999,3999,https://www.zalando.nl/jack-and-jones-jjirick-jjicon-jeansshort-grey-denim-ja222f0mn-c11.html,https://img01.ztat.net/article/spp-media-p1/5275a4d5db91385a8e894e419465e257/d694a7dfb9e44dcaad230108b72efb4b.jpg?imwidth=600&filter=packshot,910
PI922DA24-A11,Overhemd - white,MEN,SHIRT,Overhemd,Pier One,3499,3499,https://www.zalando.nl/pier-one-casual-overhemd-white-pi922da24-a11.html,https://img01.ztat.net/article/spp-media-p1/468b644353ac389e8444531ae8243f5a/ddd1beea7e8740a3afd6b1a8c9e565ba.jpg?imwidth=600&filter=packshot,911
ON321E0SM-N11,ONLVIC SOLID TOP - Blouse - kalamata,WOMEN,SHIRT,ONLVIC SOLID TOP,ONLY,1499,1204,https://www.zalando.nl/only-onlvic-t-shirt-print-on321e0sm-n11.html,https://img01.ztat.net/article/spp-media-p1/6b0127c17a9c3d76aaab8fb3b561776f/1164d3d79e024a1bbe272ec7f832cb48.jpg?imwidth=600&filter=packshot,912
BEJ21G0DM-B11,MASCULINE - Blazer - sand,WOMEN,JACKET,MASCULINE,Bershka,3999,3999,https://www.zalando.nl/bershka-masculine-blazer-sand-bej21g0dm-b11.html,https://img01.ztat.net/article/spp-media-p1/647550df49c34cad9eff8afc771adeba/f868c751e5684a209f36e7a94c5ff9ae.jpg?imwidth=600&filter=packshot,913
CLR22O02M-A11,SUMMER PALM TEE - T-shirt print - white,MEN,T_SHIRT_TOP,SUMMER PALM TEE,CLOSURE London,1595,1595,https://www.zalando.nl/closure-london-summer-palm-tee-t-shirt-print-white-clr22o02m-a11.html,https://img01.ztat.net/article/spp-media-p1/ce9cc5f93da04b81969913b6c244d2ca/e58ba3ba78b1408c97d7d175e6d75948.jpg?imwidth=600&filter=packshot,914
OS322G0JM-C11,ONSWARP LIFE - Jeans Skinny Fit - grey denim,MEN,TROUSER,ONSWARP LIFE,Only & Sons,2999,2399,https://www.zalando.nl/only-and-sons-onswarp-life-jeans-skinny-fit-grey-denim-os322g0jm-c11.html,https://img01.ztat.net/article/spp-media-p1/df26b03456b7410e81fc2be455f47f7e/59d0e683d3bf4597beab711ab5cacd1c.jpg?imwidth=600&filter=packshot,915
TO122O0HF-A11,SPLIT LOGO TEE - T-shirt print - white,MEN,T_SHIRT_TOP,SPLIT LOGO TEE,Tommy Hilfiger,3995,3995,https://www.zalando.nl/tommy-hilfiger-split-logo-tee-t-shirt-print-white-to122o0hf-a11.html,https://img01.ztat.net/article/spp-media-p1/6533281435994c41b467e4830a875eb1/ffc563f0369549dba37b7c1e40d73a57.jpg?imwidth=600&filter=packshot,916
PI922O0TV-C12,WITH BIRD STRAIGHT 5 PACK - T-shirt basic - dark grey/dark blue/olive,MEN,T_SHIRT_TOP,WITH BIRD STRAIGHT 5 PACK,Pier One,2999,2999,https://www.zalando.nl/pier-one-5-pack-t-shirt-basic-dark-greydark-blueolive-pi922o0tv-c12.html,https://img01.ztat.net/article/spp-media-p1/64863fad67ac4ac9b7b3311bac43089c/0f912bddd05048f8b5cda3d15e55e149.jpg?imwidth=600&filter=packshot,917
AD541E1IK-Q11,Trainingsbroek - black/white,WOMEN,TROUSER,Trainingsbroek,adidas Performance,4995,4995,https://www.zalando.nl/adidas-performance-trainingsbroek-blackwhite-ad541e1ik-q11.html,https://img01.ztat.net/article/spp-media-p1/c356bb876f844405a160448dd962b074/399821cd36af41af8d7ebf768f0a501f.jpg?imwidth=600&filter=packshot,918
ON321N1NH-K11,ONLBLUSH LIFE MID - Jeans Skinny Fit - dark blue denim,WOMEN,TROUSER,ONLBLUSH LIFE MID,ONLY,3999,3399,https://www.zalando.nl/only-onlblush-life-mid-jeans-skinny-fit-dark-blue-denim-on321n1nh-k11.html,https://img01.ztat.net/article/spp-media-p1/aa1edbe6b4504ff1a9927926d7789a1d/aac3b610558d40a39e412e5aebc28c61.jpg?imwidth=600&filter=packshot,919
ON321D0LE-Q12,ONLMOSTER O NECK TOP - T-shirt basic - black/solid black,WOMEN,T_SHIRT_TOP,ONLMOSTER O NECK TOP,ONLY,1699,1274,https://www.zalando.nl/only-onlmoster-top-t-shirt-basic-on321d0le-q12.html,https://img01.ztat.net/article/spp-media-p1/7fd9f78a4652450892b0725097acac38/e644f26619d94554868d5fd587e7a730.png?imwidth=600&filter=packshot,920
